date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:57:48	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Nov%202025%2012:57:48%20GMT	https://fonts.gstatic.com/	/Users/eyupi/websites/kuveyturkportfoy/fonts.gstatic.com/index.html	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:57:48	16166/16166	---MCZ	200	added ('OK')	text/css	etag:W/%223f26-J8BN8VjBcy9mnostEH/TFP6t00A%22	https://cdn.jsdelivr.net/npm/flatpickr/dist/flatpickr.min.css	/Users/eyupi/websites/kuveyturkportfoy/cdn.jsdelivr.net/npm/flatpickr/dist/flatpickr.min.css	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:57:48	1621/1621	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Nov%202025%2012:57:48%20GMT	https://fonts.googleapis.com/	/Users/eyupi/websites/kuveyturkportfoy/fonts.googleapis.com/index.html	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:57:50	293792/293792	---M--	200	added ('OK')	text/css	etag:%221dc42651a9af1a0%22	https://www.kuveytturkportfoy.com.tr/Content/uikit/dist/css/uikit.custom-theme.min.css?v=220420252	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/uikit/dist/css/uikit.custom-theme.min1751.css	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:57:51	149743/149743	---M--	200	added ('OK')	text/javascript	etag:%221db754cf83a9def%22	https://www.kuveytturkportfoy.com.tr/Content/uikit/dist/js/uikit.min.js?v=11032025	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/uikit/dist/js/uikit.min9dce.js	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:57:51	29986/29986	---M--	200	added ('OK')	text/javascript	etag:%221db754cf838a022%22	https://www.kuveytturkportfoy.com.tr/Content/uikit/dist/js/uikit-icons.min.js?v=11032025	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/uikit/dist/js/uikit-icons.min9dce.js	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:57:52	15252/15252	---M--	200	added ('OK')	image/png	etag:%221db666255ce8e14%22	https://www.kuveytturkportfoy.com.tr/Content/images/favicon/apple-touch-icon.png	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/favicon/apple-touch-icon.png	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:57:53	1845/1845	---M--	200	added ('OK')	image/png	etag:%221db666255ceb2b5%22	https://www.kuveytturkportfoy.com.tr/Content/images/favicon/favicon-32x32.png	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/favicon/favicon-32x32.png	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:57:54	1094/1094	---M--	200	added ('OK')	image/png	etag:%221db666255ceb1c6%22	https://www.kuveytturkportfoy.com.tr/Content/images/favicon/favicon-16x16.png	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/favicon/favicon-16x16.png	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:57:55	200/200	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Nov%202025%2012:57:55%20GMT	https://www.kuveytturkportfoy.com.tr/Content/images/favicon/site.webmanifest	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/favicon/site.e.delayed	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:57:56	101916/101916	---MC-	200	added ('OK')	text/html	date:Wed,%2005%20Nov%202025%2012:57:55%20GMT	https://www.kuveytturkportfoy.com.tr/en/risk-profile-calculation/	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/en/risk-profile-calculation/index.html	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:57:56	0/0	---M--	200	added ('OK')	text/plain	date:Wed,%2005%20Nov%202025%2012:57:56%20GMT	https://www.facebook.com/tr?id=477570256532611&ev=PageView&noscript=1	/Users/eyupi/websites/kuveyturkportfoy/www.facebook.com/tr.f71d3.delayed	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:57:57	0/0	---M--	200	added ('OK')	text/plain	date:Wed,%2005%20Nov%202025%2012:57:57%20GMT	https://www.facebook.com/tr?id=351289865242877&ev=PageView&noscript=1	/Users/eyupi/websites/kuveyturkportfoy/www.facebook.com/tr5a66	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:57:58	11273/11273	---M--	200	added ('OK')	image/svg+xml	etag:%221dbf0d4856fc309%22	https://www.kuveytturkportfoy.com.tr/Content/images/logos/logo-10.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/logos/logo-10.svg	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:57:59	9012/9012	---M--	200	added ('OK')	image/svg+xml	etag:%221db9e3598b4e1b4%22	https://www.kuveytturkportfoy.com.tr/Content/images/logos/logo.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/logos/logo.svg	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:00	1091/1091	---M--	200	added ('OK')	image/svg+xml	etag:%221db666255ceb1c3%22	https://www.kuveytturkportfoy.com.tr/Content/images/figure/figure-1.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/figure/figure-1.svg	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:01	2299/2299	---M--	200	added ('OK')	image/svg+xml	etag:%221db857e8584a57b%22	https://www.kuveytturkportfoy.com.tr/media/z2mh14by/yat%c4%b1r%c4%b1mc%c4%b1-tipi-1.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/media/z2mh14by/yat%c4%b1r%c4%b1mc%c4%b1-tipi-1.svg	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:02	580/580	---M--	200	added ('OK')	image/svg+xml	etag:%221db857ea0572044%22	https://www.kuveytturkportfoy.com.tr/media/3z3djbrm/yat%c4%b1r%c4%b1mc%c4%b1-tipi-2.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/media/3z3djbrm/yat%c4%b1r%c4%b1mc%c4%b1-tipi-2.svg	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:06	1453/1453	---M--	200	added ('OK')	image/svg+xml	etag:%221db857ea05727ad%22	https://www.kuveytturkportfoy.com.tr/media/kygmunkf/yat%c4%b1r%c4%b1mc%c4%b1-tipi-3.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/media/kygmunkf/yat%c4%b1r%c4%b1mc%c4%b1-tipi-3.svg	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:06	1267/1267	---M--	200	added ('OK')	image/svg+xml	etag:%221db8753bb2ebb73%22	https://www.kuveytturkportfoy.com.tr/Content/images/icons/survey-1.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/icons/survey-1.svg	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:07	5686/5686	---M--	200	added ('OK')	image/svg+xml	etag:%221db8753bb2ea9b6%22	https://www.kuveytturkportfoy.com.tr/Content/images/icons/survey-2.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/icons/survey-2.svg	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:08	1702/1702	---M--	200	added ('OK')	image/svg+xml	etag:%221db8753bb2eb926%22	https://www.kuveytturkportfoy.com.tr/Content/images/icons/survey-3.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/icons/survey-3.svg	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:09	3015/3015	---M--	200	added ('OK')	image/svg+xml	etag:%221db8753bb2eb447%22	https://www.kuveytturkportfoy.com.tr/Content/images/icons/survey-4.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/icons/survey-4.svg	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:10	1788/1788	---M--	200	added ('OK')	image/svg+xml	etag:%221db7eba75a000fc%22	https://www.kuveytturkportfoy.com.tr/media/acdg0l1i/fi_6421329.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/media/acdg0l1i/fi_6421329.svg	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:11	3638/3638	---M--	200	added ('OK')	image/svg+xml	etag:%221db7ebab69814b6%22	https://www.kuveytturkportfoy.com.tr/media/5lnpw35d/fi_8033997.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/media/5lnpw35d/fi_8033997.svg	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:14	474891/474891	---M--	200	added ('OK')	application/pdf	etag:%221db97ece9ee3b8b%22	https://www.kuveytturkportfoy.com.tr/media/4xjcei1p/aydinlatma-metni.pdf	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/media/4xjcei1p/aydinlatma-metni.pdf	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:14	141330/141330	---M--	200	added ('OK')	application/pdf	etag:%221db97ece9eb2c92%22	https://www.kuveytturkportfoy.com.tr/media/5mxixydp/yasal-uyari-kisisel-verileri-saklama-ve-imha-politikasi.pdf	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/media/5mxixydp/yasal-uyari-kisisel-verileri-saklama-ve-imha-politikasi.pdf	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:15	191063/191063	---M--	200	added ('OK')	application/pdf	etag:%221db980b9ccab157%22	https://www.kuveytturkportfoy.com.tr/media/z1falqdw/%c3%a7erez-metni-pdf.pdf	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/media/z1falqdw/%c3%a7erez-metni-pdf.pdf	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:15	8065/8065	---M--	200	added ('OK')	image/svg+xml	etag:%221db666255ceaa01%22	https://www.kuveytturkportfoy.com.tr/Content/images/logos/logo-clockwork.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/logos/logo-clockwork.svg	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Nov%202025%2012:58:16%20GMT	https://npmcdn.com/flatpickr/dist/l10n/tr.js	/Users/eyupi/websites/kuveyturkportfoy/npmcdn.com/flatpickr/dist/l10n/tr.21.delayed	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:17	48/48	---M--	302	error ('Found')	text/plain	date:Wed,%2005%20Nov%202025%2012:58:17%20GMT	https://unpkg.com/flatpickr/dist/l10n/tr.js	/Users/eyupi/websites/kuveyturkportfoy/unpkg.com/flatpickr/dist/l10n/tr.22.delayed	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:18	1899/1899	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20Oct%202025%2018:32:08%20GMT	https://unpkg.com/flatpickr@4.6.13/dist/l10n/tr.js	/Users/eyupi/websites/kuveyturkportfoy/unpkg.com/flatpickr@4.6.13/dist/l10n/tr.js	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:19	21196/21196	---M--	200	added ('OK')	text/javascript	etag:%221dbdc621b4537cc%22	https://www.kuveytturkportfoy.com.tr/Content/js/theme.js?v=13062025	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/js/theme1612.js	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:21	1051/1051	---MC-	200	added ('OK')	text/javascript	date:Wed,%2005%20Nov%202025%2012:58:20%20GMT	https://www.google.com/recaptcha/api.js?render=6LcyBfAqAAAAABz8l1keVZ39uttnTccul0zEBvaP	/Users/eyupi/websites/kuveyturkportfoy/www.google.com/recaptcha/api536a.js	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:22	5489/5489	---MCZ	200	added ('OK')	application/javascript	etag:W/%221571-19a15862bfb%22	https://talktomy.site/embed.js	/Users/eyupi/websites/kuveyturkportfoy/talktomy.site/embed.js	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:23	169657/169657	---MCZ	200	added ('OK')	text/javascript	etag:W/%224a1a56dfbb1d349a4aaa68fa9c237ab3%22	https://bundles.efilli.com/kuveytturkportfoy.dev.clockwork.ist.prod.js	/Users/eyupi/websites/kuveyturkportfoy/bundles.efilli.com/kuveytturkportfoy.dev.clockwork.ist.prod.js	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:24	169635/169635	---MCZ	200	added ('OK')	text/javascript	etag:W/%228a5dc0c9c1aa1de004b99e62c74af879%22	https://bundles.efilli.com/kuveytturkportfoy.com.tr.prod.js	/Users/eyupi/websites/kuveyturkportfoy/bundles.efilli.com/kuveytturkportfoy.com.tr.prod.js	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:24	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2005%20Nov%202025%2012:58:24%20GMT	https://www.googletagmanager.com/gtm.js?id=	/Users/eyupi/websites/kuveyturkportfoy/www.googletagmanager.com/gtm.295445.delayed	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:25	327149/327149	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2005%20Nov%202025%2012:58:25%20GMT	https://connect.facebook.net/en_US/fbevents.js	/Users/eyupi/websites/kuveyturkportfoy/connect.facebook.net/en_US/fbevents.js	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:27	73/73	---M-Z	200	added ('OK')	text/plain	date:Thu,%2002%20Nov%202023%2022:48:00%20GMT	http://www.google-analytics.com/robots.txt		(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:27	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Wed,%2005%20Nov%202025%2012:58:27%20GMT	http://connect.facebook.net/robots.txt		(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:28	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Nov%202025%2012:58:28%20GMT	http://www.googletagmanager.com/robots.txt		(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:29	77320/77320	---MC-	200	added ('OK')	text/html	date:Wed,%2005%20Nov%202025%2012:58:26%20GMT	https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/risk-profili-anketi-sonuc/	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/risk-profili-anketi-sonuc/index.html	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:30	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2005%20Nov%202025%2012:58:29%20GMT	https://fonts.googleapis.com/robots.txt		(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:30	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Nov%202025%2012:58:30%20GMT	https://fonts.gstatic.com/robots.txt		(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:31	0/-1	---M--	301	error ('')			https://www.kuveytturkportfoy.com.tr/Content/images/favicon/site.webmanifest	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/favicon/site.2b.delayed	(from https://www.kuveytturkportfoy.com.tr/en/risk-profile-calculation/)
15:58:31	14268/14268	---M--	200	added ('OK')	image/svg+xml	etag:%221dbf0d4856fd8bc%22	https://www.kuveytturkportfoy.com.tr/Content/images/logos/logo-10-en.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/logos/logo-10-en.svg	(from https://www.kuveytturkportfoy.com.tr/en/risk-profile-calculation/)
15:58:32	10734/10734	---M--	200	added ('OK')	image/svg+xml	etag:%221dbb52e2fa4bc6e%22	https://www.kuveytturkportfoy.com.tr/Content/images/logos/logo-en.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/logos/logo-en.svg	(from https://www.kuveytturkportfoy.com.tr/en/risk-profile-calculation/)
15:58:34	1596/1596	---M-Z	200	added ('OK')	text/plain	date:Wed,%2005%20Nov%202025%2006:29:18%20GMT	https://www.facebook.com/robots.txt		(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:34	0/-1	---M--	301	error ('')			https://www.kuveytturkportfoy.com.tr/Content/images/favicon/site.webmanifest	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/favicon/site.2e.delayed	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/risk-profili-anketi-sonuc/)
15:58:34	65885/65885	---MC-	200	added ('OK')	text/html	date:Wed,%2005%20Nov%202025%2012:58:33%20GMT	https://www.kuveytturkportfoy.com.tr/en/risk-profile-calculation/risk-profile-result/	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/en/risk-profile-calculation/risk-profile-result/index.html	(from https://www.kuveytturkportfoy.com.tr/en/risk-profile-calculation/)
15:58:34	51240/51240	---M--	200	added ('OK')	image/webp	etag:%221db97f81060a528%22	https://www.kuveytturkportfoy.com.tr/media/gc0pgbwb/banner-web-aylikfondagilim.png?format=webp	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/media/gc0pgbwb/banner-web-aylikfondagilimaccf.png	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/risk-profili-anketi-sonuc/)
15:58:35	13228/13228	---M--	200	added ('OK')	image/jpeg	etag:%221db935268a7c12c%22	https://www.kuveytturkportfoy.com.tr/media/3ukih0xd/resim.jpeg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/media/3ukih0xd/resim.jpg	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/risk-profili-anketi-sonuc/)
15:58:36	7432/7432	---M--	200	added ('OK')	image/svg+xml	etag:%221db666255cea888%22	https://www.kuveytturkportfoy.com.tr/Content/images/logos/google-play.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/logos/google-play.svg	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/risk-profili-anketi-sonuc/)
15:58:37	12645/12645	---M--	200	added ('OK')	image/svg+xml	etag:%221db666255ce84e5%22	https://www.kuveytturkportfoy.com.tr/Content/images/logos/app-store.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/logos/app-store.svg	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/risk-profili-anketi-sonuc/)
15:58:38	20594/20594	---M--	200	added ('OK')	image/svg+xml	etag:%221db666255cee5f2%22	https://www.kuveytturkportfoy.com.tr/Content/images/logos/app-gallery.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/logos/app-gallery.svg	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/risk-profili-anketi-sonuc/)
15:58:40	195485/195485	---M--	200	added ('OK')	image/png	etag:%221db93f6cee4aa9d%22	https://www.kuveytturkportfoy.com.tr/media/fl5f1xd3/banner-web-12.png	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/media/fl5f1xd3/banner-web-12.png	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/risk-profili-anketi-sonuc/)
15:58:41	0/-1	---M--	301	error ('')			https://www.kuveytturkportfoy.com.tr/Content/images/favicon/site.webmanifest	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/favicon/site.36.delayed	(from https://www.kuveytturkportfoy.com.tr/en/risk-profile-calculation/risk-profile-result/)
15:58:45	208522/208522	---MCZ	200	added ('OK')	application/javascript	etag:W/%2232e8a-y1VYFBBM+4v4jk0bIQM7SVw8Wnc%22	https://cdn.jsdelivr.net/npm/chart.js	/Users/eyupi/websites/kuveyturkportfoy/cdn.jsdelivr.net/npm/chart.js	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/risk-profili-anketi-sonuc/)
15:58:56	247/247	UR-M--	200	added ('OK')	text/html		https://www.kuveytturkportfoy.com.tr/Content/uikit/dist/js/uikit.min.js?v=11032025	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/uikit/dist/js/uikit.min9dce.js	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:56	247/247	UR-M--	200	added ('OK')	text/html		https://www.kuveytturkportfoy.com.tr/media/5mxixydp/yasal-uyari-kisisel-verileri-saklama-ve-imha-politikasi.pdf	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/media/5mxixydp/yasal-uyari-kisisel-verileri-saklama-ve-imha-politikasi.pdf	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:57	5489/5489	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://talktomy.site/embed.js	/Users/eyupi/websites/kuveyturkportfoy/talktomy.site/embed.js	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:57	247/247	UR-M--	200	added ('OK')	text/html		https://www.kuveytturkportfoy.com.tr/media/4xjcei1p/aydinlatma-metni.pdf	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/media/4xjcei1p/aydinlatma-metni.pdf	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:57	1051/1051	UR-MC-	200	added ('OK')	text/javascript	date:Wed,%2005%20Nov%202025%2012:58:56%20GMT	https://www.google.com/recaptcha/api.js?render=6LcyBfAqAAAAABz8l1keVZ39uttnTccul0zEBvaP	/Users/eyupi/websites/kuveyturkportfoy/www.google.com/recaptcha/api536a.js	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:58:58	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Wed,%2005%20Nov%202025%2012:58:58%20GMT	http://connect.facebook.net/	/Users/eyupi/websites/kuveyturkportfoy/connect.facebook.net/index.html	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:59:00	51240/51240	URF---	200	added ('OK%20(cached)')	image/png		https://www.kuveytturkportfoy.com.tr/media/gc0pgbwb/banner-web-aylikfondagilim.png?format=webp	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/media/gc0pgbwb/banner-web-aylikfondagilimaccf.png	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/risk-profili-anketi-sonuc/)
